--PJHxphWEs, 30.000, 40.000,"/m/09x0r,/t/dd00088","['Speech', 'Gush']"
--ZhevVpy1s, 50.000, 60.000,/m/012xff,['Toothbrush']
--aE2O5G5WE, 0.000, 10.000,"/m/03fwl,/m/04rlf,/m/09x0r","['Goat', 'Music', 'Speech']"
--aO5cdqSAg, 30.000, 40.000,"/t/dd00003,/t/dd00005","['Male singing', 'Child singing']"
--aaILOrkII, 200.000, 210.000,"/m/032s66,/m/073cg4","['Gunshot, gunfire', 'Cap gun']"
--cB2ZVjpnA, 30.000, 40.000,/m/01y3hg,"['Smoke detector, smoke alarm']"
--ekDLDTUXA, 30.000, 40.000,"/m/015lz1,/m/07pws3f","['Singing', 'Bang']"
-0DLPzsiXXE, 30.000, 40.000,"/m/04rlf,/m/07qwdck","['Music', 'Ping']"
-0DdlOuIFUI, 50.000, 60.000,"/m/0130jx,/m/02jz0l,/m/0838f","['Sink (filling or washing)', 'Water tap, faucet', 'Water']"
-0FHUc78Gqo, 30.000, 40.000,"/m/02w4v,/m/04rlf","['Folk music', 'Music']"
-0O3e95y4gE, 100.000, 110.000,"/m/07r4wb8,/t/dd00125","['Knock', 'Inside, small room']"
-0SdAVK79lg, 30.000, 40.000,"/m/0155w,/m/01lyv,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y,/m/0gg8l","['Blues', 'Country', 'Guitar', 'Acoustic guitar', 'Music', 'Musical instrument', 'Strum', 'Plucked string instrument', 'Bluegrass']"
-0Vl4HyWRk8, 410.000, 420.000,"/m/085jw,/m/0l14l2","['Wind instrument, woodwind instrument', 'Shofar']"
-0mG4W5Hlq8, 270.000, 280.000,"/m/04rlf,/m/05fw6t,/m/07r4k75,/m/09x0r,/m/0ytgt","['Music', 'Music for children', 'Grunt', 'Speech', 'Child speech, kid speaking']"
-0mjrMposBM, 80.000, 90.000,/m/04zmvq,['Train whistle']
-11LhdJgBb8, 30.000, 40.000,"/m/04rlf,/m/07qn4z3","['Music', 'Rattle']"
-1LrH01Ei1w, 30.000, 40.000,"/m/02p0sh1,/m/04rlf","['Traditional music', 'Music']"
-1TLtjPtnms, 10.000, 20.000,"/m/03lty,/m/04rlf,/m/07szfh9","['Heavy metal', 'Music', 'Cacophony']"
-1iKLvsRBbE, 80.000, 90.000,"/m/015lz1,/m/07pws3f","['Singing', 'Bang']"
-24dqQM_rDk, 30.000, 40.000,"/m/04rlf,/t/dd00003","['Music', 'Male singing']"
-275_wTLm-4, 7.000, 17.000,/m/07q6cd_,['Squeak']
-28U1_qW0sU, 30.000, 40.000,/m/07qwdck,['Ping']
-2PDE7hUArE, 30.000, 40.000,"/m/02mk9,/m/07pb8fc,/t/dd00066","['Engine', 'Idling', 'Medium engine (mid frequency)']"
-2X03mO3T_U, 30.000, 40.000,"/m/04k94,/m/0dv3j","['Liquid', 'Boiling']"
-2hQKCE-oTI, 30.000, 40.000,/m/07pbtc8,"['Walk, footsteps']"
-30H9V1IKps, 6.000, 16.000,"/m/07yv9,/m/09x0r,/m/0gvgw0","['Vehicle', 'Speech', 'Air brake']"
-38Qgsbh7NQ, 100.000, 110.000,"/m/013y1f,/m/03xq_f","['Organ', 'Electronic organ']"
-3HYdaJyF4U, 30.000, 40.000,"/m/04rlf,/m/06rqw","['Music', 'Ska']"
-3IGxVTJvgI, 30.000, 40.000,"/m/06bz3,/m/09x0r","['Radio', 'Speech']"
-3IYpJfLVJk, 30.000, 40.000,"/m/03k3r,/m/07q5rw0,/m/0jbk","['Horse', 'Neigh, whinny', 'Animal']"
-3hKkjKmIGE, 30.000, 40.000,"/m/019jd,/m/06q74","['Boat, Water vehicle', 'Ship']"
-3pPrlCm6gg, 30.000, 40.000,/m/01wy6,['Clarinet']
-4NLarMj4xU, 30.000, 40.000,"/m/04rlf,/t/dd00034","['Music', 'Tender music']"
-4RWqM0UCCY, 0.000, 10.000,"/m/012n7d,/m/02mfyn,/m/03j1ly,/m/03kmc9","['Ambulance (siren)', 'Car alarm', 'Emergency vehicle', 'Siren']"
-4hZyOdm7EI, 200.000, 210.000,"/m/015lz1,/m/015vgc","['Singing', 'Carnatic music']"
-4xJv59_zcA, 30.000, 40.000,"/m/07pl1bw,/m/083vt","['Splinter', 'Wood']"
-5-vmt2iKT0, 30.000, 40.000,"/m/02zsn,/m/09x0r","['Female speech, woman speaking', 'Speech']"
-5DdYkYOjy0, 30.000, 40.000,/m/06h7j,['Run']
-5GhUbDLYkQ, 16.000, 26.000,"/m/0130jx,/m/02jz0l,/m/0838f","['Sink (filling or washing)', 'Water tap, faucet', 'Water']"
-5Jlimvsuwo, 90.000, 100.000,"/m/011k_j,/m/04rlf","['Timpani', 'Music']"
-5Kk-m7BmiE, 21.000, 31.000,"/m/07pyf11,/m/07qmpdm","['Flap', 'Clatter']"
-5S70zOSw30, 30.000, 40.000,"/m/030rvx,/m/07pzfmf,/m/09x0r","['Buzzer', 'Crackle', 'Speech']"
-5f6hjZf9Yw, 30.000, 40.000,"/m/02w4v,/m/04rlf","['Folk music', 'Music']"
-5xOcMJpTUk, 70.000, 80.000,"/m/018vs,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/09x0r,/m/0fx80y","['Bass guitar', 'Guitar', 'Acoustic guitar', 'Music', 'Musical instrument', 'Speech', 'Plucked string instrument']"
-60XojQWWoc, 30.000, 40.000,"/m/02rhddq,/m/07r04,/m/07yv9","['Reversing beeps', 'Truck', 'Vehicle']"
-64xnyOswXA, 120.000, 130.000,/m/0cdnk,"['Roaring cats (lions, tigers)']"
-693sNKI3iM, 30.000, 40.000,"/m/015lz1,/m/01swy6,/m/04rlf","['Singing', 'Yodeling', 'Music']"
-6QGvxvaTkI, 280.000, 290.000,"/m/01p970,/m/026t6,/m/0l14md","['Tabla', 'Drum', 'Percussion']"
-6RN8skIHU4, 20.000, 30.000,"/m/09x0r,/m/0dv5r,/t/dd00125","['Speech', 'Camera', 'Inside, small room']"
-6fxJZ7CW00, 30.000, 40.000,/m/07pjjrj,"['Smash, crash']"
-6gC_nlUBfA, 60.000, 70.000,"/m/02y_763,/m/09x0r","['Sliding door', 'Speech']"
-6krAYK2LLo, 30.000, 40.000,"/m/04rlf,/m/06j64v,/m/0l14gg","['Music', 'Middle Eastern music', 'Soundtrack music']"
-6pcgdLfb_A, 110.000, 120.000,"/m/04rlf,/t/dd00035","['Music', 'Exciting music']"
-6sgMgtW91g, 20.000, 30.000,"/m/04rlf,/m/05rj2,/m/09x0r","['Music', 'Shuffling cards', 'Speech']"
-6x2PtSRfJU, 30.000, 40.000,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/09x0r","['Cat', 'Domestic animals, pets', 'Meow', 'Speech']"
-70MzkgSsHQ, 30.000, 40.000,"/m/04rlf,/m/04rzd","['Music', 'Mandolin']"
-70wVF5u-gg, 30.000, 40.000,/m/07pn_8q,['Chopping (food)']
-75IwDlkzDQ, 30.000, 40.000,"/m/01h82_,/m/02mk9","['Engine knocking', 'Engine']"
-76P3VHPuus, 10.000, 20.000,/m/01jg1z,['Heart murmur']
-7J4109yM7w, 30.000, 40.000,"/m/02mk9,/m/07yv9,/t/dd00130","['Engine', 'Vehicle', 'Engine starting']"
-7QVE8o9uk4, 30.000, 40.000,"/m/01yg9g,/m/04rlf,/m/07yv9","['Lawn mower', 'Music', 'Vehicle']"
-7WpTk5AHfk, 30.000, 40.000,"/m/04rlf,/m/07pws3f,/m/09x0r","['Music', 'Bang', 'Speech']"
-7aibH1LKwI, 90.000, 100.000,/t/dd00121,['Boing']
-7wUQP6G5EQ, 30.000, 40.000,"/m/02cjck,/m/02w4v,/m/04rlf","['Theme music', 'Folk music', 'Music']"
-7ye24UFRng, 0.000, 10.000,"/m/032n05,/m/04rlf","['Whale vocalization', 'Music']"
-7z662AsuTE, 380.000, 390.000,/m/0mbct,['Gong']
-82vJ9bcar4, 40.000, 50.000,/m/0642b4,['Cupboard open or close']
-8CrCItCO24, 30.000, 40.000,/m/07q7njn,"['Chink, clink']"
-8Ezw9946g8, 100.000, 110.000,/m/0fqfqc,['Drawer open or close']
-8H4GKg-mYQ, 30.000, 40.000,"/m/04rlf,/m/07gxw","['Music', 'Techno']"
-8S_tLKfeJg, 200.000, 210.000,"/m/04fgwm,/m/09x0r,/t/dd00125","['Electric toothbrush', 'Speech', 'Inside, small room']"
-8_HpHg6nCw, 30.000, 40.000,"/m/07ptzwd,/m/0838f","['Pump (liquid)', 'Water']"
-8fQePz4FcE, 30.000, 40.000,"/m/04rlf,/m/07xzm,/t/dd00126","['Music', 'Ukulele', 'Inside, large room or hall']"
-8n2NqDFRko, 30.000, 40.000,"/m/02rhddq,/m/07r04,/m/07yv9,/m/09x0r","['Reversing beeps', 'Truck', 'Vehicle', 'Speech']"
-8wQV7VJnmM, 30.000, 40.000,"/m/04rlf,/m/04wptg,/t/dd00031","['Music', 'Wedding music', 'Happy music']"
-92cYmTgIjM, 190.000, 200.000,/m/02fxyj,['Humming']
-99daJhXYJY, 30.000, 40.000,"/m/019jd,/m/02rlv9,/m/03m9d0z,/t/dd00092","['Boat, Water vehicle', 'Motorboat, speedboat', 'Wind', 'Wind noise (microphone)']"
-9ME9qMgkeY, 270.000, 280.000,"/m/08j51y,/m/09ct_","[""Dental drill, dentist's drill"", 'Helicopter']"
-9Nl3LZBCOo, 200.000, 210.000,"/m/01s0vc,/m/09x0r","['Zipper (clothing)', 'Speech']"
-9c1c8G_WO8, 24.000, 34.000,"/m/07c52,/m/09x0r","['Television', 'Speech']"
-9ek6eO0RtI, 260.000, 270.000,/m/03wwcy,['Doorbell']
-9wxcZf43a4, 530.000, 540.000,/m/0cj0r,['Pink noise']
-A0MTi2NMGI, 30.000, 40.000,/t/dd00134,['Car passing by']
-AIrHVeCgtM, 30.000, 40.000,"/m/02rhddq,/m/07r04,/m/07yv9,/m/09x0r","['Reversing beeps', 'Truck', 'Vehicle', 'Speech']"
-ASYwidRD7M, 30.000, 40.000,/m/01d3sd,['Snoring']
-AgbNy9f2sg, 80.000, 90.000,"/m/019jd,/m/06q74","['Boat, Water vehicle', 'Ship']"
-Ar7D-GARhI, 30.000, 40.000,"/m/07bgp,/m/07q0h5t,/m/09x0r","['Sheep', 'Bleat', 'Speech']"
-AswFDuOptQ, 0.000, 10.000,"/m/04k94,/m/04rlf,/m/09x0r","['Liquid', 'Music', 'Speech']"
-AvC89aikTw, 180.000, 190.000,/m/0242l,['Coin (dropping)']
-B3_mFE3pog, 30.000, 40.000,/m/07qfgpx,"['Jingle, tinkle']"
-BIMKnb3tlo, 410.000, 420.000,"/m/01p970,/m/026t6,/m/0l14md","['Tabla', 'Drum', 'Percussion']"
-BcwR0CSZ4w, 150.000, 160.000,"/m/07mzm6,/m/07ppn3j,/m/0ytgt","['Wheeze', 'Sniff', 'Child speech, kid speaking']"
-BqpAyCLh7U, 450.000, 460.000,"/m/01m2v,/m/04rlf,/m/09x0r","['Computer keyboard', 'Music', 'Speech']"
-BwM5Va6XFg, 70.000, 80.000,"/m/023pjk,/m/04brg2","['Cutlery, silverware', 'Dishes, pots, and pans']"
-BxQ9nkrId4, 30.000, 40.000,/m/07qv_x_,['Shuffle']
-By_0iIghuE, 30.000, 40.000,"/m/01yrx,/m/068hy,/m/07r81j2,/m/0jbk","['Cat', 'Domestic animals, pets', 'Caterwaul', 'Animal']"
-C5dEU4zpJg, 30.000, 40.000,"/m/025_jnm,/m/04rlf","['Finger snapping', 'Music']"
-CHMeZVAe2s, 30.000, 40.000,/m/01jg1z,['Heart murmur']
-CIxoobEubQ, 250.000, 260.000,"/m/02p01q,/m/07pdjhy,/m/083vt","['Filing (rasp)', 'Rub', 'Wood']"
-CUp_Tmg2Y0, 30.000, 40.000,"/m/01qbl,/m/026t6,/m/02hnl,/m/03qtq,/m/03t3fj,/m/0bm02,/m/0l14md","['Cymbal', 'Drum', 'Drum kit', 'Hi-hat', 'Rimshot', 'Bass drum', 'Percussion']"
-CgdUiJaNdU, 170.000, 180.000,"/m/07sq110,/m/09x0r","['Belly laugh', 'Speech']"
-CniGkDLq-Y, 30.000, 40.000,"/m/04rlf,/t/dd00004","['Music', 'Female singing']"
-DBcp6YGi6k, 30.000, 40.000,/t/dd00018,['Oink']
-DLL8LaKq-c, 19.000, 29.000,"/m/07pws3f,/m/09x0r","['Bang', 'Speech']"
-DNkAalo7og, 30.000, 40.000,"/m/02mk9,/m/07pb8fc,/t/dd00066","['Engine', 'Idling', 'Medium engine (mid frequency)']"
-DWRAxaH_RY, 300.000, 310.000,"/m/04rlf,/m/09x0r,/m/0l156b","['Music', 'Speech', 'Steelpan']"
-DYZX74qgFQ, 30.000, 40.000,"/m/04rlf,/t/dd00032","['Music', 'Funny music']"
-DZMYxyB6L8, 40.000, 50.000,/m/05lls,['Opera']
-D_ljLTbCK0, 220.000, 230.000,"/m/04rlf,/m/09ct_","['Music', 'Helicopter']"
-DcMk015qSA, 290.000, 300.000,/m/07qh7jl,['Creak']
-DeAdhYKbGE, 290.000, 300.000,"/m/0192l,/m/085jw","['Bagpipes', 'Wind instrument, woodwind instrument']"
-Dj2PfPmynQ, 30.000, 40.000,"/m/04rlf,/m/0l14jd,/t/dd00003,/t/dd00004","['Music', 'Choir', 'Male singing', 'Female singing']"
-Dl-VzBPd9E, 270.000, 280.000,/m/028ght,['Applause']
-Dtir74TiUM, 40.000, 50.000,"/m/01hgjl,/m/0283d,/m/04rlf,/m/07qb_dv","['Scratching (performance technique)', 'Drum and bass', 'Music', 'Scratch']"
-DvxsHG1tuo, 410.000, 420.000,"/m/04rlf,/m/05zppz,/m/07sr1lc,/m/09x0r","['Music', 'Male speech, man speaking', 'Yell', 'Speech']"
-E013cWxoMo, 10.000, 20.000,/m/02_nn,['Fart']
-ECK_BisOLM, 20.000, 30.000,"/m/04rlf,/t/dd00006","['Music', 'Synthetic singing']"
-EDGR1davAc, 40.000, 50.000,/m/0gy1t2s,['Bicycle bell']
-EDhb2m8qhk, 30.000, 40.000,"/m/01z7dr,/m/04rlf","['Video game music', 'Music']"
-EFS2mihxs0, 240.000, 250.000,"/m/02rhddq,/m/07yv9,/t/dd00129","['Reversing beeps', 'Vehicle', 'Outside, rural or natural']"
-ETHxO8vrAg, 30.000, 40.000,"/m/015lz1,/m/04rlf,/t/dd00004","['Singing', 'Music', 'Female singing']"
-ETSfElMyNc, 220.000, 230.000,/m/0chx_,['White noise']
-En5nC5Tka4, 30.000, 40.000,"/m/07qlwh6,/m/09x0r","['Squish', 'Speech']"
